"Genus"
"Taxon_1" "[Arcobacter] porcinus"
Nonlabens sp. SY33080	2719911	S	56	105	161	0.00004
Nonlabens sp. MIC269	1476901	S	27	94	121	0.00003
Nonlabens dokdonensis	328515	S	167	18	185	0.00004
Nonlabens ponticola	2496866	S	159	9	168	0.00004
Nonlabens spongiae	331648	S	106	37	143	0.00003
Nonlabens marinus	930802	S	63	10	73	0.00002
Kordia sp. SMS9	2282170	S	495	28	523	0.00012
Kordia antarctica	1218801	S	454	36	490	0.00011
Gramella fulva	2126553	S	207	13	220	0.00005
Gramella flava	1486245	S	174	58	232	0.00005
Gramella sp. MAR_2010_147	1250205	S	174	17	191	0.00004
Gramella echinicola	279359	S	139	12	151	0.00003
Gramella forsetii	411153	S	113	23	136	0.00003
Gramella salexigens	1913577	S	109	9	118	0.00003
Maribacter sp. T28	1836467	S	182	22	204	0.00005
Maribacter sp. HTCC2170	313603	S	159	9	168	0.00004
Maribacter sp. MJ134	2496865	S	137	11	148	0.00003
Maribacter sp. 1_2014MBL_MicDiv	1644130	S	51	64	115	0.00003
Maribacter cobaltidurans	1178778	S	169	139	308	0.00007
Maribacter dokdonensis	320912	S	40	49	89	0.00002
Aquimarina sp. TRL1	2736252	S	214	13	227	0.00005
Aquimarina sp. AD10	1714849	S	211	11	222	0.00005
Aquimarina sp. AD1	1714848	S	185	17	202	0.00005
Aquimarina sp. BL5	1714860	S	167	14	181	0.00004
Cellulophaga sp. L1A9	2686362	S	215	65	280	0.00006
Cellulophaga baltica	76594	S	194	20	214	0.00005
Cellulophaga lytica	979	S	172	46	218	0.00005
Cellulophaga algicola	59600	S	168	28	196	0.00004
Lacinutrix sp. WUR7	2653681	S	226	41	267	0.00006
Lacinutrix sp. Bg11-31	2057808	S	177	25	202	0.00005
Lacinutrix sp. 5H-3-7-4	983544	S	90	31	121	0.00003
Lacinutrix venerupis	1486034	S	178	31	209	0.00005
Aequorivita sp. KX20305	2803865	S	194	28	222	0.00005
Aequorivita sp. H23M31	2494375	S	161	7	168	0.00004
Aequorivita sublithincola	101385	S	219	24	243	0.00005
Muricauda ruestringensis	111501	S	196	9	205	0.00005
Muricauda sp. 501str8	2698672	S	118	59	177	0.00004
Muricauda lutaonensis	516051	S	108	5	113	0.00003
Algibacter sp. L3A6	2686366	S	160	54	214	0.00005
Algibacter sp. L1A34	2686365	S	137	42	179	0.00004
Algibacter alginicilyticus	1736674	S	90	20	110	0.00002
Olleya aquimaris	639310	S	210	98	308	0.00007
Olleya sp. Bg11-27	2058135	S	170	224	394	0.00009
Dokdonia sp. PRO95	1239415	S	64	25	89	0.00002
Dokdonia sp. Dokd-P16	2173169	S	55	25	80	0.00002
Dokdonia sp. 4H-3-7-5	983548	S	52	31	83	0.00002
Dokdonia sp. MED134	313590	S	29	45	74	0.00002
Dokdonia donghaensis	326320	S	25	40	65	0.00001
Tamlana sp. s12	1630406	S	162	59	221	0.00005
Tamlana carrageenivorans	2069432	S	141	47	188	0.00004
Salegentibacter sp. T436	1729720	S	181	159	340	0.00008
Salegentibacter salegens	143223	S	141	17	158	0.00004
Mariniflexile sp. TRM1-10	2027857	S	309	19	328	0.00007
Antarcticibacterium arcticum	2585771	S	175	17	192	0.00004
Antarcticibacterium flavum	2058175	S	113	26	139	0.00003
Seonamhaeicola sp. S2-3	1936081	S	249	40	289	0.00007
Oceanihabitans sp. IOP_32	2529032	S	241	111	352	0.00008
Psychroflexus torquis	57029	S	134	6	140	0.00003
Psychroflexus sp. ALD_RP9	2777186	S	92	8	100	0.00002
Urechidicola croceus	1850246	S	219	131	350	0.00008
Changchengzhania lutea	2049305	S	210	19	229	0.00005
Leeuwenhoekiella sp. ZYFB001	2719912	S	206	39	245	0.00006
Siansivirga zeaxanthinifaciens	762954	S	200	36	236	0.00005
Zunongwangia profunda	398743	S	190	177	367	0.00008
Wenyingzhuangia fucanilytica	1790137	S	187	26	213	0.00005
Sediminicola sp. YIK13	1453352	S	175	13	188	0.00004
Amniculibacterium sp. G2-70	2767188	S	174	122	296	0.00007
Flavivirga eckloniae	1803846	S	161	9	170	0.00004
Psychroserpens sp. NJDZ02	2570561	S	158	223	381	0.00009
Galbibacter sp. BG1	1170699	S	155	24	179	0.00004
Euzebyella marina	1761453	S	152	95	247	0.00006
Arenibacter algicola	616991	S	146	13	159	0.00004
Zobellia galactanivorans	63186	S	141	5	146	0.00003
Lutibacter profundi	1622118	S	139	9	148	0.00003
Muriicola sp. MMS17-SY002	2507538	S	134	6	140	0.00003
Altibacter sp. ALE3EI	2562285	S	134	10	144	0.00003
Gillisia sp. Hel1_33_143	1336796	S	124	43	167	0.00004
Gilvibacter sp. SZ-19	754429	S	119	14	133	0.00003
Flagellimonas maritima	1383885	S	114	4	118	0.00003
Croceibacter atlanticus	313588	S	111	18	129	0.00003
Robiginitalea biformata	252307	S	97	9	106	0.00002
Aureitalea sp. RR4-38	2094025	S	95	4	99	0.00002
Chryseobacterium sp. G0201	2487065	S	190	52	242	0.00005
Chryseobacterium sp. 3008163	2478663	S	166	31	197	0.00004
Chryseobacterium sp. IHB B 17019	1721091	S	154	20	174	0.00004
Chryseobacterium sp. SNU WT5	2594269	S	154	68	222	0.00005
Chryseobacterium sp. NEB161	2724619	S	151	210	361	0.00008
Chryseobacterium sp. POL2	2713414	S	150	127	277	0.00006
Chryseobacterium sp. cx-624	2758037	S	139	17	156	0.00004
Chryseobacterium sp. T16E-39	2015076	S	122	12	134	0.00003
Chryseobacterium sp. 6424	2039166	S	122	37	159	0.00004
Chryseobacterium sp. NBC 122	2547600	S	117	10	127	0.00003
Chryseobacterium sp. StRB126	878220	S	110	27	137	0.00003
Chryseobacterium sp. G0186	2487064	S	86	79	165	0.00004
Chryseobacterium sp. JV274	1932669	S	84	22	106	0.00002
Chryseobacterium sp.	1871047	S	79	39	118	0.00003
Chryseobacterium sp. G0162	2487063	S	72	97	169	0.00004
Chryseobacterium indologenes	253	S	224	159	383	0.00009
Chryseobacterium glaciei	1685010	S	214	49	263	0.00006
Chryseobacterium aureum	2497456	S	203	43	246	0.00006
Chryseobacterium shandongense	1493872	S	181	197	378	0.00009
Chryseobacterium indoltheticum	254	S	173	40	213	0.00005
Chryseobacterium bernardetii	1241978	S	144	464	608	0.00014
Chryseobacterium gleum	250	S	139	318	457	0.00010
Chryseobacterium carnipullorum	1124835	S	137	79	216	0.00005
Chryseobacterium cucumeris	1813611	S	135	34	169	0.00004
Chryseobacterium balustinum	246	S	122	48	170	0.00004
Chryseobacterium camelliae	1265445	S	120	169	289	0.00007
Chryseobacterium piperi	558152	S	97	9	106	0.00002
Chryseobacterium gallinarum	1324352	S	94	54	148	0.00003
Chryseobacterium arthrosphaerae	651561	S	94	126	220	0.00005
Chryseobacterium nakagawai	1241982	S	86	232	318	0.00007
Chryseobacterium joostei	112234	S	81	45	126	0.00003
Chryseobacterium manosquense	2754694	S	34	114	148	0.00003
Kaistella jeonii	266749	S	167	10	177	0.00004
Kaistella daneshvariae	2487074	S	163	11	174	0.00004
Kaistella antarctica	266748	S	135	11	146	0.00003
Kaistella carnis	1241979	S	125	35	160	0.00004
Kaistella flava (ex Peng et al. 2021)	2038776	S	85	10	95	0.00002
Chryseobacterium haifense	421525	S	54	121	175	0.00004
Epilithonimonas vandammei	2487072	S	259	589	848	0.00019
Chryseobacterium lactis	1241981	S	141	351	492	0.00011
Chryseobacterium taklimakanense	536441	S	248	242	490	0.00011
Elizabethkingia sp. JS20170427COW	2583851	S	127	15	142	0.00003
Elizabethkingia sp. M8	2796140	S	21	112	133	0.00003
Elizabethkingia sp. 2-6	2575699	S	19	81	100	0.00002
Elizabethkingia meningoseptica	238	S	117	7	124	0.00003
Elizabethkingia anophelis	1117645	S	108	190	298	0.00007
Elizabethkingia miricola	172045	S	85	84	169	0.00004
Elizabethkingia ursingii	1756150	S	56	14	70	0.00002
Elizabethkingia bruuniana	1756149	S	20	107	127	0.00003
Apibacter sp. B3706	2656760	S	63	669	732	0.00016
Apibacter sp. B2966	2656761	S	10	105	115	0.00003
Apibacter raozihei	2500547	S	37	1	38	0.00001
Empedobacter brevis	247	S	228	117	345	0.00008
Empedobacter falsenii	343874	S	174	148	322	0.00007
Empedobacter stercoris	1628248	S	144	70	214	0.00005
Cloacibacterium normanense	237258	S	211	55	266	0.00006
Riemerella anatipestifer	34085	S	134	53	187	0.00004
Weeksella virosa	1014	S	110	104	214	0.00005
Ornithobacterium rhinotracheale	28251	S	103	92	195	0.00004
Cruoricaptor ignavus	1118202	S	69	15	84	0.00002
Bergeyella cardium	1585976	S	34	4	38	0.00001
Fluviicola taffensis	191579	S	603	64	667	0.00015
Blattabacterium cuenoti	1653831	S	418	80	498	0.00011
Blattabacterium sp. (Mastotermes darwiniensis)	39768	S	11	0	11	0.00000
Blattabacterium sp. DPU	2715232	S	10	1	11	0.00000
Blattabacterium punctulatus	164514	S	16	10	26	0.00001
Owenweeksia hongkongensis	253245	S	175	6	181	0.00004
Croceimicrobium hydrocarbonivorans	2761580	S	163	56	219	0.00005
Candidatus Sulcia muelleri	336810	S	69	13	82	0.00002
Candidatus Walczuchella monophlebidarum	1415657	S	16	0	16	0.00000
Ichthyobacterium seriolicida	242600	S	47	0	47	0.00001
Lacibacter sp. S13-6-6	2760713	S	16232	581	16813	0.00378
Chitinophaga sp. XS-30	2604421	S	571	38	609	0.00014
Chitinophaga sp. MD30	2033437	S	526	35	561	0.00013
Chitinophaga sp. 1303	2725414	S	47	412	459	0.00010
Chitinophaga sp. 1310	2725416	S	37	307	344	0.00008
Chitinophaga pinensis	79329	S	1109	201	1310	0.00029
Chitinophaga caeni	2029983	S	517	103	620	0.00014
Chitinophaga agri	2703787	S	481	158	639	0.00014
Chitinophaga alhagiae	2203219	S	332	4	336	0.00008
Niabella soli	446683	S	1384	163	1547	0.00035
Niabella ginsenosidivorans	1176587	S	1279	121	1400	0.00032
Panacibacter ginsenosidivorans	1813871	S	2520	89	2609	0.00059
Flavisolibacter tropicus	1492898	S	1306	205	1511	0.00034
Flavisolibacter ginsenosidimutans	661481	S	1017	57	1074	0.00024
Arachidicoccus sp. BS20	1850526	S	552	366	918	0.00021
Arachidicoccus sp. B3-10	2545455	S	495	20	515	0.00012
Arachidicoccus ginsenosidivorans	496057	S	551	67	618	0.00014
Arachidicoccus soli	2341117	S	514	57	571	0.00013
Niastella koreensis	354356	S	2149	246	2395	0.00054
Paraflavitalea soli	2315862	S	2046	179	2225	0.00050
Flavihumibacter sp. SB-02	2676868	S	2026	248	2274	0.00051
Pseudobacter ginsenosidimutans	661488	S	1471	138	1609	0.00036
Pseudocnuella soli	2502779	S	1444	177	1621	0.00036
Filimonas lacunae	477680	S	1434	191	1625	0.00037
Spirosoma sp. KCTC 42546	2520506	S	239	25	264	0.00006
Spirosoma sp. CJU-R4	2728024	S	226	11	237	0.00005
Spirosoma sp. PL0136	2710596	S	202	23	225	0.00005
Spirosoma sp. KUDC1026	2745947	S	174	11	185	0.00004
Spirosoma montaniterrae	1178516	S	254	8	262	0.00006
Spirosoma endbachense	2666025	S	233	110	343	0.00008
Spirosoma taeanense	2735870	S	219	15	234	0.00005
Spirosoma pollinicola	2057025	S	214	20	234	0.00005
Spirosoma aerolatum	1211326	S	211	8	219	0.00005
Spirosoma radiotolerans	1379870	S	190	10	200	0.00005
Spirosoma rigui	564064	S	187	11	198	0.00004
Spirosoma aureum	2692134	S	131	75	206	0.00005
Aquirufa nivalisilvae	2516557	S	1486	176	1662	0.00037
Runella sp. HYN0085	2259595	S	478	38	516	0.00012
Runella sp. SP2	2268026	S	453	25	478	0.00011
Runella slithyformis	106	S	404	17	421	0.00009
Fibrella aestuarina	651143	S	293	15	308	0.00007
Fibrella sp. ES10-3-2-2	1834519	S	269	18	287	0.00006
Dyadobacter fermentans	94254	S	283	27	310	0.00007
Dyadobacter sp. Q3-56	2747268	S	206	20	226	0.00005
Rhodocytophaga rosea	2704465	S	348	7	355	0.00008
Leadbetterella byssophila	316068	S	338	281	619	0.00014
Arcticibacterium luteifluviistationis	1784714	S	232	21	253	0.00006
Cytophaga hutchinsonii	985	S	226	14	240	0.00005
Hymenobacter sp. PAMC 26628	1484118	S	301	29	330	0.00007
Hymenobacter sp. PAMC 26554	1484116	S	283	14	297	0.00007
Hymenobacter sp. APR13	1356852	S	261	102	363	0.00008
Hymenobacter sp. BRD128	2675878	S	209	14	223	0.00005
Hymenobacter sp. NBH84	2596915	S	177	17	194	0.00004
Hymenobacter sp. DG25B	1385664	S	154	30	184	0.00004
Hymenobacter sp. DG25A	1385663	S	136	28	164	0.00004
Hymenobacter sp. TS19	2735321	S	135	10	145	0.00003
Hymenobacter sp. DG01	2584940	S	118	37	155	0.00003
Hymenobacter sp. BRD67	2675877	S	118	55	173	0.00004
Hymenobacter sp. S2-20-2	2761579	S	110	10	120	0.00003
Hymenobacter sp. HDW8	2714932	S	77	190	267	0.00006
Hymenobacter sedentarius	1411621	S	338	18	356	0.00008
Hymenobacter oligotrophus	2319843	S	289	16	305	0.00007
Hymenobacter busanensis	2607656	S	249	12	261	0.00006
Hymenobacter jejuensis	2502781	S	228	11	239	0.00005
Hymenobacter qilianensis	1385715	S	198	20	218	0.00005
Hymenobacter nivis	1850093	S	197	20	217	0.00005
Hymenobacter swuensis	1446467	S	196	21	217	0.00005
Hymenobacter russus	2724192	S	134	10	144	0.00003
Hymenobacter baengnokdamensis	2615203	S	124	69	193	0.00004
Hymenobacter radiodurans	2496028	S	64	171	235	0.00005
Pontibacter russatus	2694929	S	266	21	287	0.00006
Pontibacter pudoricolor	2694930	S	231	21	252	0.00006
Pontibacter sp. SGAir0037	2571030	S	210	28	238	0.00005
Pontibacter actiniarum	323450	S	163	27	190	0.00004
Pontibacter korlensis	400092	S	150	12	162	0.00004
Pontibacter akesuensis	388950	S	137	13	150	0.00003
Rufibacter tibetensis	512763	S	225	32	257	0.00006
Rufibacter radiotolerans	1379910	S	199	16	215	0.00005
Rufibacter sp. DG15C	1379909	S	136	50	186	0.00004
Adhaeribacter radiodurans	2745197	S	241	22	263	0.00006
Adhaeribacter swui	2086471	S	228	22	250	0.00006
Nibribacter ruber	2698458	S	152	55	207	0.00005
Echinicola sp. 20G	2781961	S	156	11	167	0.00004
Echinicola sp. LN3S3	2591634	S	130	9	139	0.00003
Echinicola vietnamensis	390884	S	151	100	251	0.00006
Echinicola rosea	1807691	S	117	58	175	0.00004
Echinicola strongylocentroti	1795355	S	95	16	111	0.00002
Algoriphagus sp. Y33	2772483	S	201	15	216	0.00005
Algoriphagus sanaruensis	1727163	S	153	11	164	0.00004
Algoriphagus machipongonensis	388413	S	150	5	155	0.00003
Cyclobacterium amurskyense	320787	S	112	11	123	0.00003
Cyclobacterium marinum	104	S	106	38	144	0.00003
Aquiflexum balticum	280473	S	225	19	244	0.00005
Belliella baltica	232259	S	153	59	212	0.00005
Chryseolinea soli	2321403	S	440	9	449	0.00010
Fulvivirga sp. S481	2810512	S	172	12	184	0.00004
Flammeovirga sp. MY04	1191459	S	455	30	485	0.00011
Flammeovirga pectinis	2494373	S	130	11	141	0.00003
Marivirga tractuosa	1006	S	170	74	244	0.00005
Bernardetia litoralis	999	S	116	8	124	0.00003
Cardinium endosymbiont of Sogatella furcifera	650378	S	19	3	22	0.00000
Cardinium endosymbiont of Encarsia pergandiella	249402	S	14	1	15	0.00000
Candidatus Cardinium hertigii	247481	S	11	1	12	0.00000
Candidatus Amoebophilus asiaticus	281120	S	41	0	41	0.00001
Roseivirga pacifica	1267423	S	82	3	85	0.00002
Pedobacter sp. SW-16	2766984	S	850	187	1037	0.00023
Pedobacter sp. G11	2482728	S	789	113	902	0.00020
Pedobacter sp. HDW13	2714940	S	762	109	871	0.00020
Pedobacter sp. JBR3-12	2789740	S	655	54	709	0.00016
Pedobacter sp. KBS0701	2578106	S	613	159	772	0.00017
Pedobacter sp. eg	2201271	S	435	33	468	0.00011
Pedobacter sp. CJ43	2605747	S	390	23	413	0.00009
Pedobacter sp. PACM 27299	1727164	S	306	38	344	0.00008
Pedobacter roseus	336820	S	682	184	866	0.00019
Pedobacter suwonensis	332999	S	617	130	747	0.00017
Pedobacter heparinus	984	S	397	26	423	0.00010
Pedobacter steynii	430522	S	389	31	420	0.00009
Pedobacter ginsengisoli	363852	S	352	41	393	0.00009
Pedobacter cryoconitis	188932	S	319	23	342	0.00008
Mucilaginibacter sp. 14171R-50	2703789	S	296	8	304	0.00007
Mucilaginibacter sp. F39-2	2728022	S	246	8	254	0.00006
Mucilaginibacter gotjawali	1550579	S	431	7	438	0.00010
Mucilaginibacter ginsenosidivorax	862126	S	416	9	425	0.00010
Mucilaginibacter paludis	423351	S	346	10	356	0.00008
Mucilaginibacter celer	2305508	S	337	8	345	0.00008
Mucilaginibacter rubeus	2027860	S	319	800	1119	0.00025
Mucilaginibacter mali	2740462	S	319	6	325	0.00007
Mucilaginibacter ginsenosidivorans	398053	S	294	6	300	0.00007
Mucilaginibacter mallensis	652787	S	284	5	289	0.00007
Mucilaginibacter xinganensis	1234841	S	267	7	274	0.00006
Mucilaginibacter ginkgonis	2682091	S	198	5	203	0.00005
Mucilaginibacter gossypii	551996	S	119	81	200	0.00005
Sphingobacterium sp. CZ-2	2557994	S	158	62	220	0.00005
Sphingobacterium sp. UDSM-2020	2795738	S	149	75	224	0.00005
Sphingobacterium sp. DR205	2713573	S	131	9	140	0.00003
Sphingobacterium sp. ML3W	1538644	S	126	53	179	0.00004
Sphingobacterium sp. dk4302	2662364	S	84	7	91	0.00002
Sphingobacterium sp. 21	743722	S	21	261	282	0.00006
Sphingobacterium sp. G1-14	2003121	S	12	72	84	0.00002
Sphingobacterium spiritivorum	258	S	417	574	991	0.00022
Sphingobacterium multivorum	28454	S	241	734	975	0.00022
Sphingobacterium daejeonense	371142	S	174	67	241	0.00005
Sphingobacterium thalpophilum	259	S	153	371	524	0.00012
Sphingobacterium psychroaquaticum	561061	S	153	35	188	0.00004
Sphingobacterium lactis	797291	S	141	243	384	0.00009
Sphingobacterium mizutaii	1010	S	124	22	146	0.00003
Sphingobacterium hotanense	649196	S	115	54	169	0.00004
Sphingobacterium siyangense	459529	S	12	46	58	0.00001
Solitalea canadensis	995	S	295	11	306	0.00007
Olivibacter sp. SDN3	2764720	S	208	53	261	0.00006
Olivibacter sp. LS-1	2592345	S	31	354	385	0.00009
Pseudopedobacter saltans	151895	S	210	278	488	0.00011
Anseongella ginsenosidimutans	496056	S	189	4	193	0.00004
Bacteroides sp. CBA7301	2715212	S	93	6	99	0.00002
Bacteroides sp. HF-5287	2650157	S	71	43	114	0.00003
Bacteroides sp. HF-5141	2650158	S	41	15	56	0.00001
Bacteroides sp. M10	2763022	S	31	40	71	0.00002
Bacteroides thetaiotaomicron	818	S	134	36	170	0.00004
Bacteroides eggerthii	28111	S	111	52	163	0.00004
Bacteroides fragilis	817	S	109	186	295	0.00007
Bacteroides intestinalis	329854	S	66	5	71	0.00002
Bacteroides cellulosilyticus	246787	S	62	12	74	0.00002
Bacteroides caccae	47678	S	61	3	64	0.00001
Bacteroides coprosuis	151276	S	60	5	65	0.00001
Bacteroides zoogleoformans	28119	S	42	10	52	0.00001
Bacteroides caecimuris	1796613	S	38	26	64	0.00001
Bacteroides heparinolyticus	28113	S	37	9	46	0.00001
Bacteroides uniformis	820	S	34	45	79	0.00002
Bacteroides xylanisolvens	371601	S	31	53	84	0.00002
Bacteroides helcogenes	290053	S	28	0	28	0.00001
Bacteroides ovatus	28116	S	27	37	64	0.00001
Alistipes onderdonkii	328813	S	130	32	162	0.00004
Alistipes communis	2585118	S	128	63	191	0.00004
Alistipes shahii	328814	S	115	64	179	0.00004
Alistipes indistinctus	626932	S	110	20	130	0.00003
Alistipes megaguti	2364787	S	95	9	104	0.00002
Alistipes sp. dk3624	2662363	S	93	29	122	0.00003
Alistipes finegoldii	214856	S	85	39	124	0.00003
Alistipes dispar	2585119	S	84	9	93	0.00002
Prevotella dentalis	52227	S	83	20	103	0.00002
Prevotella intermedia	28131	S	76	17	93	0.00002
Prevotella denticola	28129	S	64	12	76	0.00002
Prevotella sp. WR041	2801997	S	35	2	37	0.00001
Prevotella sp. oral taxon 299	652716	S	28	1	29	0.00001
Prevotella copri	165179	S	57	51	108	0.00002
Prevotella melaninogenica	28132	S	45	12	57	0.00001
Prevotella enoeca	76123	S	38	5	43	0.00001
Prevotella oris	28135	S	37	3	40	0.00001
Prevotella ruminicola	839	S	36	0	36	0.00001
Prevotella jejuni	1177574	S	20	3	23	0.00001
Prevotella fusca	589436	S	18	3	21	0.00000
Prevotella scopos	589437	S	18	6	24	0.00001
Paraprevotella xylaniphila	454155	S	52	40	92	0.00002
Alloprevotella sp. E39	2133944	S	33	5	38	0.00001
Parabacteroides goldsteinii	328812	S	98	5	103	0.00002
Parabacteroides distasonis	823	S	43	103	146	0.00003
Tannerella forsythia	28112	S	89	14	103	0.00002
Tannerella sp. oral taxon HOT-286	712710	S	62	9	71	0.00002
Dysgonomonas sp. HDW5B	2714927	S	34	40	74	0.00002
Dysgonomonas sp. HDW5A	2714926	S	28	34	62	0.00001
Petrimonas mucosa	1642646	S	105	1	106	0.00002
Proteiniphilum saccharofermentans	1642647	S	69	4	73	0.00002
Phocaeicola dorei	357276	S	87	68	155	0.00003
Phocaeicola salanitronis	376805	S	61	19	80	0.00002
Phocaeicola vulgatus	821	S	56	34	90	0.00002
Phocaeicola coprophilus	387090	S	49	40	89	0.00002
Sodaliphilus pleomorphus	2606626	S	111	95	206	0.00005
Muribaculum gordoncarteri	2530390	S	46	3	49	0.00001
Muribaculum intestinale	1796646	S	43	2	45	0.00001
Duncaniella dubosii	2518971	S	20	1	21	0.00000
Odoribacter splanchnicus	28118	S	110	10	120	0.00003
Butyricimonas faecalis	2093856	S	50	36	86	0.00002
Butyricimonas virosa	544645	S	34	5	39	0.00001
Porphyromonas gingivalis	837	S	71	7	78	0.00002
Porphyromonas crevioricanis	393921	S	38	10	48	0.00001
Porphyromonas asaccharolytica	28123	S	19	0	19	0.00000
Porphyromonas cangingivalis	36874	S	18	2	20	0.00000
Salinivirga cyanobacteriivorans	1307839	S	143	3	146	0.00003
Paludibacter propionicigenes	185300	S	136	2	138	0.00003
Barnesiella viscericola	397865	S	72	41	113	0.00003
Coprobacter sp. 2CBH44	2751153	S	47	23	70	0.00002
Tenuifilum thalassicum	2590900	S	63	1	64	0.00001
Draconibacterium orientale	1168034	S	147	13	160	0.00004
Draconibacterium sp. M1	2706887	S	115	7	122	0.00003
Alkalitalea saponilacus	889453	S	123	9	132	0.00003
Labilibaculum antarcticum	1717717	S	101	4	105	0.00002
Haliscomenobacter hydrossis	2350	S	1567	61	1628	0.00037
Saprospira grandis	1008	S	121	3	124	0.00003
Rhodothermus marinus	29549	S	511	3	514	0.00012
Salinibacter ruber	146919	S	277	1	278	0.00006
Chlorobaculum tepidum	1097	S	112	21	133	0.00003
Chlorobaculum limnaeum	274537	S	112	11	123	0.00003
Chlorobaculum parvum	274539	S	80	9	89	0.00002
Chlorobium limicola	1092	S	84	1	85	0.00002
Chlorobium phaeobacteroides	1096	S	78	7	85	0.00002
Chlorobium chlorochromatii	337090	S	26	0	26	0.00001
Chlorobium phaeovibrioides	1094	S	22	1	23	0.00001
Pelodictyon luteolum	1100	S	62	5	67	0.00002
Pelodictyon phaeoclathratiforme	34090	S	42	0	42	0.00001
Prosthecochloris sp. GSB1	281093	S	72	1	73	0.00002
Prosthecochloris sp. HL-130-GSB	1974213	S	40	2	42	0.00001
Prosthecochloris sp. CIB 2401	1868325	S	26	2	28	0.00001
Prosthecochloris aestuarii	1102	S	99	2	101	0.00002
Chloroherpeton thalassium	100716	S	46	0	46	0.00001
Ignavibacterium album	591197	S	91	3	94	0.00002
Melioribacter roseus	1134405	S	46	0	46	0.00001
Candidatus Cyclonatronum proteinivorum	1457365	S	95	13	108	0.00002
Gemmatimonas phototrophica	1379270	S	8259	350	8609	0.00194
Gemmatimonas sp. TET16	2732249	S	3303	109	3412	0.00077
Gemmatimonas aurantiaca	173480	S	2265	68	2333	0.00053
Gemmatirosa kalamazoonesis	861299	S	2989	186	3175	0.00071
Fibrobacter succinogenes	833	S	55	0	55	0.00001
Candidatus Cloacimonas acidaminovorans	456827	S	18	0	18	0.00000
Pirellula sp. SH-Sr6A	1632865	S	17589	445	18034	0.00406
Pirellula staleyi	125	S	1844	94	1938	0.00044
Stieleria neptunia	2527979	S	3320	596	3916	0.00088
Stieleria maiorica	2795974	S	2302	806	3108	0.00070
Anatilimnocola aggregata	2528021	S	5990	1172	7162	0.00161
Rosistilla oblonga	2527990	S	2023	438	2461	0.00055
Rosistilla carotiformis	2528017	S	1393	509	1902	0.00043
Aureliella helgolandensis	2527968	S	3184	229	3413	0.00077
Roseimaritima ulvae	980254	S	2744	135	2879	0.00065
Rhodopirellula baltica	265606	S	2174	199	2373	0.00053
Lignipirellula cremea	2528010	S	2017	405	2422	0.00055
Bremerella volcania	2527984	S	1392	218	1610	0.00036
Mariniblastus fucicola	980251	S	700	12	712	0.00016
Lacipirellula limnantheis	2528024	S	3647	377	4024	0.00091
Lacipirellula parvula	2650471	S	1296	93	1389	0.00031
Pirellulimonas nuda	2528009	S	1234	80	1314	0.00030
Botrimarina mediterranea	2528022	S	1100	65	1165	0.00026
Aeoliella mucimassa	2527972	S	972	77	1049	0.00024
Bythopirellula goksoyri	1400387	S	419	14	433	0.00010
Thermogutta terrifontis	1331910	S	236	6	242	0.00005
Gemmata obscuriglobus	114	S	7059	857	7916	0.00178
Gemmata sp. SH-PL17	1630693	S	3217	1323	4540	0.00102
Gemmata massiliana	1210884	S	3032	1104	4136	0.00093
Urbifossiella limnaea	2528023	S	7243	488	7731	0.00174
Frigoriglobus tundricola	2774151	S	6475	767	7242	0.00163
Limnoglobus roseus	2598579	S	5366	174	5540	0.00125
Tuwongella immobilis	692036	S	776	35	811	0.00018
Gimesia panareensis	2527978	S	957	120	1077	0.00024
Gimesia chilikensis	2605989	S	729	385	1114	0.00025
Gimesia maris	122	S	686	105	791	0.00018
Gimesia aquarii	2527964	S	417	30	447	0.00010
Gimesia fumaroli	2527976	S	366	73	439	0.00010
Gimesia algae	2527971	S	321	86	407	0.00009
Gimesia alba	2527973	S	301	50	351	0.00008
Gimesia benthica	2608982	S	265	350	615	0.00014
Planctopirus limnophila	120	S	1886	286	2172	0.00049
Planctopirus ephydatiae	2528019	S	1258	205	1463	0.00033
Planctomyces sp. SH-PL14	1632864	S	1392	75	1467	0.00033
Planctomyces sp. SH-PL62	1636152	S	1204	588	1792	0.00040
Crateriforma conspicua	2527996	S	1430	389	1819	0.00041
Caulifigura coniformis	2527983	S	1221	48	1269	0.00029
Maioricimonas rarisocia	2528026	S	1214	180	1394	0.00031
Fuerstia marisgermanicae	1891926	S	954	3	957	0.00022
Symmachiella dynata	2527995	S	951	74	1025	0.00023
Alienimonas californiensis	2527989	S	848	66	914	0.00021
Rubinisphaera brasiliensis	119	S	795	68	863	0.00019
Calycomorphotria hydatis	2528027	S	499	10	509	0.00011
Thalassoglobus polymorphus	2527994	S	388	27	415	0.00009
Polystyrenella longa	2528007	S	384	34	418	0.00009
Aquisphaera giovannonii	406548	S	1739	332	2071	0.00047
Tautonia plasticadhaerens	2527974	S	1460	114	1574	0.00035
Paludisphaera borealis	1387353	S	1435	404	1839	0.00041
Singulisphaera acidiphila	466153	S	1051	270	1321	0.00030
Isosphaera pallida	128	S	455	49	504	0.00011
Humisphaera borealis	2807512	S	1522	12	1534	0.00035
Phycisphaera mikurensis	547188	S	577	32	609	0.00014
Poriferisphaera corsica	2528020	S	64	0	64	0.00001
Anaerohalosphaera lusitana	1936003	S	99	2	101	0.00002
Sedimentisphaera salicampi	1941349	S	24	7	31	0.00001
